관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
김대중센터 관광안내소,김대중컨벤션 센터내,광주광역시,서구,문화관광거점,관광정보 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,러시아어,062-611-3616,광주광역시 서구 상무누리로 30(치평동),,광주시관광협회,,35.146745,126.840932,2019-06-26,6290000,광주광역시
문화전당 관광안내소,민주평화교류원 방문자센터내,광주광역시,동구,문화관광거점,관광정보 안내,월요일,10:00,18:00,10:00,18:00,2,Y,Y,Y,러시아어,062-601-4260,광주광역시 동구 문화전당로 38(광산동),,광주시관광협회,,35.146719,126.920254,2019-06-26,6290000,광주광역시
광주송정역 관광안내소(1층),광주송정역 역사내(1층),광주광역시,광산구,교통관문거점,관광정보 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,러시아어,062-941-6301,광주광역시 광산구 상무대로 201(송정동),,광주시관광협회,,35.137384,126.790869,2019-06-26,6290000,광주광역시
광주송정역 관광안내소(2층),광주송정역 역사내(2층),광주광역시,광산구,교통관문거점,관광정보 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,러시아어,062-944-9044,광주광역시 광산구 상무대로 201(송정동),,광주시관광협회,,35.137384,126.790869,2019-06-26,6290000,광주광역시
양림동 관광안내소,역사문화마을 주차장 관리동,광주광역시,남구,문화관광거점,관광정보 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,러시아어,062-676-4486,광주광역시 남구 천변좌로 416-2(양림동),,광주시관광협회,,35.142203,126.915417,2019-06-26,6290000,광주광역시
광주공항 관광안내소,광주공항 대합실내,광주광역시,광산구,교통관문거점,관광정보 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,러시아어,062-942-6160,광주광역시 광산구 상무대로 420-25(신촌동),,광주시관광협회,,35.140423,126.8099796,2019-06-26,6290000,광주광역시
고군산탐방지원센터 관광탐방안내소,선유2구,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-465-5186,전라북도 군산시 옥도면 선유북길127 (선유도리),전라북도 군산시 옥도면 선유도리 213-1,전라북도 군산시청,http://tour.gunsan.go.kr,35.81429264,126.409499,2019-09-06,4670000,전라북도 군산시
군산역관광안내소,군산역내입구옆,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,070-7743-9205,전라북도 군산시 내흥2길 197,전라북도 군산시 내흥동 474-14,전라북도 군산시청,http://tour.gunsan.go.kr,35.9985395,126.7595201,2019-09-06,4670000,전라북도 군산시
시간여행마을안내소,진포해양공원 주차장,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,000-0000-0000,전라북도 군산시 내항2길32 (장미동),전라북도 군산시 장미동 1-4,전라북도 군산시청,http://tour.gunsan.go.kr,35.989304,126.71745,2019-09-06,4670000,전라북도 군산시
군산관광안내소,군산톨게이트왼편,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,인쇄+팩스,연중무휴,10:00,17:00,10:00,17:00,1,N,Y,N,일본어,063-453-4986,전라북도 군산시 성산면 구암로547 (도암리),전라북도 군산시 성산면 도암리 산29-4 　,전라북도 군산시청,http://tour.gunsan.go.kr,36.002243,126.7892009,2019-09-06,4670000,전라북도 군산시
군산시간여행관광안내소,구)시청 광장 내,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,물품보관함,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-446-5114,전라북도 군산시 중앙로178 (중앙로1가),전라북도 군산시 중앙로1가 11-1,전라북도 군산시청,http://tour.gunsan.go.kr,35.987647,126.7117,2019-09-06,4670000,전라북도 군산시
장자도관광안내소,장자교차로 옆,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,000-0000-0000,전라북도 군산시 옥도면 장자도1길 10 (장자도리),,전라북도 군산시청,http://tour.gunsan.go.kr,35.81003578,126.3951093,2019-09-06,4670000,전라북도 군산시
용인시 관광안내소(에버랜드),에버랜드 정문 앞,경기도,용인시,에버랜드 정문 앞에 위치한 관광종합안내소. 통역안내사(중국어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",9:00,17:00,9:00,17:00,1,N,N,Y,N,031-321-9393,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 유운리 551-11,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.29406534,127.2021298,2019-10-04,4050000,경기도 용인시
용인시 관광안내소(기흥역),코레일 분당선 기흥역사 내,경기도,용인시,코레일 분당선 기흥역사 내에 위치한 관광종합안내소. 통역안내사(일본어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",9:00,17:00,9:00,17:00,1,N,Y,N,N,031-274-0538,경기도 용인시 기흥구 460,경기도 용인시 기흥구 구갈동 227-25,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.27531699,127.1159548,2019-10-04,4050000,경기도 용인시
용인시 관광안내소(한국민속촌),한국민속촌 정문 매표소 앞,경기도,용인시,한국민속촌 정문 매표소 앞에 위치한 관광종합안내소. 통역안내사(영어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",9:00,17:00,9:00,17:00,1,Y,N,N,N,031-287-1332,경기도 용인시 기흥구 한국민속촌로 90,경기도 용인시 기흥구 보라동 304,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.25721089,127.1146961,2019-10-04,4050000,경기도 용인시
새만금관광안내소,새만금홍보관 내,전라북도,부안군,새만금방조제 부안 시점부지 새만금홍보관 내에 위치,,설날 추석 매주월요일 국경일이 휴일이면 다음날 휴일,9:00,17:00,9:00,17:00,2,N,N,Y,중국어,063-581-6292,전라북도 부안군 변산면 새만금로 6,전라북도 부안군 변산면 대항리 141,부안군청 문화관광과,,35.69731843,126.5597038,2019-09-11,4790000,전라북도 부안군
의정부 종합관광안내소,의정부역 동부광장,경기도,의정부시,의정부시 관광안내 및 정보 제공,,"매주 월요일, 설날, 추석",10:00,17:00,10:00,17:00,2,N,N,N,,031-848-3513,경기도 의정부시 평화로 527 (의정부동),경기도 의정부시 의정부동 222-35,경기도 의정부시청,,37.7390499,127.0386171,2019-04-01,3820000,경기도 의정부시
담양관광정보센터,담양군관광정보센터,전라남도,담양군,담양군 관광정보 제공,문화관광해설사 상시 배치,연중무휴,9:00,18:00,9:00,18:00,2,Y,N,N,영어,061-380-2820,전라남도 담양군 담양읍 죽녹원로 130,전라남도 담양군 담양읍 향교리 272,전라남도 담양군청,담양군청,35.32520546,126.987889,2019-09-17,4850000,전라남도 담양군
남계서원관광안내소,남계서원 근처,경상남도,함양군,남계서원 방문객 관광안내,,명절연휴,10:00,17:00,10:00,17:00,1,N,Y,N,,055-962-9785,경상남도 함양군 수동면 남계서원길 8-11,경상남도 함양군 수동면 원평리 586-1,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.5489,127.783679,2019-05-01,5460000,경상남도 함양군
일두홍보관,지곡 일두고택 근처,경상남도,함양군,지곡개평마을 방문객 관광안내,,명절연휴,10:00,17:00,10:00,17:00,1,N,Y,N,,055-964-5800,경상남도 함양군 지곡면 병곡지곡로 910,경상남도 함양군 지곡면 개평리 262-14,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.56648298,127.7685759,2019-05-01,5460000,경상남도 함양군
상림관광안내소,상림공원 근처,경상남도,함양군,상림공원 방문객 투어 및 관광안내,"휠체어,유모차 대여, 휴대폰 충전기",명절연휴,10:00,17:00,10:00,17:00,2,N,Y,N,,055-960-5756,경상남도 함양군 함양읍 필봉산길 49,경상남도 함양군 함양읍 교산리 1069-4,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.52372669,127.721893,2019-05-01,5460000,경상남도 함양군
용추관광안내소,용추계곡 입구,경상남도,함양군,용추계곡 주변 방문객 관광안내,,7월~10월까지 한시 운영,10:00,17:00,10:00,17:00,1,N,Y,N,,055-964-0711,경상남도 함양군 안의면 용추계곡로 316,경상남도 함양군 안의면 하원리 1361-1,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.66807406,127.7880194,2019-05-01,5460000,경상남도 함양군
부산역 관광안내소,부산역 광장,부산광역시,동구,부산지역 관광안내 책자 배부 및 홍보,없음,연중무휴,9:00,20:00,9:00,20:00,2,Y,Y,Y,,051-441-6565,"부산광역시 동구 중앙대로 206, 부산역 2층",부산광역시 동구 초량동 1187-1,부산광역시,,35.11760617,129.0450624,2019-09-19,3270000,부산광역시 동구
부산관광안내소,부산항 국제여객터미널 2층,부산광역시,동구,부산지역 관광안내 책자 배부 및 홍보,없음,연중무휴,8:00,19:30,8:00,19:30,2,Y,Y,Y,,051-465-3471,"부산광역시 동구 충장대로 206, 부산항 국제여객터미널 2층",부산광역시 동구 초량동 45-39,부산광역시,,35.1211974,129.0487401,2019-09-19,3270000,부산광역시 동구
대구관광정보센터,두류공원 내(야외음악당 옆),대구광역시,달서구,"국내,외 관광정보 제공 및 대구.경북 지역의 관광자원을 홍보",외국어 안내+숙박안내+쇼핑안내+특산품판매,연중무휴,9:00,18:00,9:00,18:00,,Y,,,,053-627-8900,대구광역시 달서구 공원순환로 46(두류동),대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutravel.or.kr,35.85086541,128.5576698,2019-09-16,3470000,대구광역시 달서구
대구관광정보센터,두류공원 내(야외음악당 옆),대구광역시,달서구,"국내,외 관광정보 제공 및 대구.경북 지역의 관광자원을 홍보",외국어 안내+숙박안내+쇼핑안내+특산품판매,연중무휴,9:00,18:00,9:00,18:00,,Y,,,,053-627-8986,대구광역시 달서구 공원순환로 46(두류동),대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutravel.or.kr,35.85086541,128.5576698,2019-09-16,3470000,대구광역시 달서구
대구관광정보센터,두류공원 내(야외음악당 옆),대구광역시,달서구,"국내,외 관광정보 제공 및 대구.경북 지역의 관광자원을 홍보",외국어 안내+숙박안내+쇼핑안내+특산품판매,연중무휴,9:00,18:00,9:00,18:00,,Y,,,,053-627-8906,대구광역시 달서구 공원순환로 46(두류동),대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutravel.or.kr,35.85086541,128.5576698,2019-09-16,3470000,대구광역시 달서구
이월드 관광안내소,이월드 정문동우측,대구광역시,달서구,각종 축제의 중심인 두류공원 인근에 위치하고 있어 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공,통역서비스,연중무휴,10:00,17:00,10:00,17:00,,Y,,,,053-621-6046,대구광역시 달서구 두류공원로 200,,대구광역시관광협회,http://www.daegutravel.or.kr,35.8540248,128.5634167,2019-09-16,3470000,대구광역시 달서구
감천문화마을 안내센터,감천문화마을 감정초등학교 앞,부산광역시,사하구,"감천문화마을 소개, 마을지도 판매, 홍보책자 배부 등","관광해설사 근무, 물품보관",연중무휴,9:00,18:00,9:00,18:00,3,Y,Y,Y,,051-204-1444,부산광역시 사하구 감내2로 203,부산광역시 사하구 감천동 1-14,감천문화마을 주민협의회,https://www.gamcheon.or.kr/,35.09748815,129.0106077,2019-09-25,3340000,부산광역시 사하구
함평종합관광안내소,함평읍 곤재로 27,전라남도,함평군,,,연중무휴,10:00,17:00,10:00,17:00,,,,,,061-320-2268,전라남도 함평군 함평읍 곤재로 27,,팜평군,,35.05618964,126.5199487,2019-09-24,4960000,전라남도 함평군
무주군 종합관광안내소,무주공용시외버스터미널 앞,전라북도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,명절 당일,9:00,18:00,9:00,18:00,2,Y,Y,Y,,1899-8687,전라북도 무주군 무주읍 한풍루로 346,전라북도 무주군 무주읍 당산리 1228,전라북도 무주군청,http://www.mujutour.co.kr,36.00417911,127.6634638,2019-09-30,4740000,전라북도 무주군
만남의광장 종합관광안내소,무주 IC 만남의 광장,전라북도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,명절 당일,9:00,18:00,9:00,18:00,2,Y,Y,Y,,1899-8687,전라북도 무주군 무주읍 무주로 1739,전라북도 무주군 무주읍 가옥리 300,전라북도 무주군청,http://www.mujutour.co.kr,35.97443216,127.6509568,2019-09-30,4740000,전라북도 무주군
김대중센터 관광안내소,김대중컨벤션센터,광주광역시,서구,광주광역시 관광정보 제공,관광안내 및 관광홍보물 제공,연중무휴,9:00,18:00,9:00,18:00,1,Y,Y,Y,,062-611-3616,광주광역시 서구 상무누리로 30(치평동),광주광역시 서구 치평동 1159-2,광주광역시,http://utour.gwangju.go.kr/,35.1467445,126.8409323,2019-09-05,3600000,광주광역시 서구
버스터미널 관광안내소,버스터미널,광주광역시,서구,광주광역시 관광정보 제공,관광안내 및 관광홍보물 제공,연중무휴,9:00,18:00,9:00,18:00,1,Y,Y,,,062-365-8733,광주광역시 서구 무진대로 904(광천동),광주광역시 서구 광천동 49-1,광주광역시,http://utour.gwangju.go.kr/,35.16057492,126.879872,2019-09-05,3600000,광주광역시 서구
봉화군 종합관광안내소,청량산도립공원 내,경상북도,봉화군,봉화군 관광지 안내,농산물전시장,매주 월요일,10:00,17:00,10:00,17:00,1,N,N,N,N,054-673-4996,경상북도 봉화군 명호면 청량산길 124,경상북도 봉화군 명호면 북곡리 334,경상북도 봉화군청,,36.78504414,128.908557,2019-10-08,5240000,경상북도 봉화군
탑동 관광안내소,제주시 탑동해변공연장 앞,제주특별자치도,제주시,,,설날. 추석 당일,9:00,18:00,9:00,18:00,,Y,Y,N,,064-728-3919,제주특별자치도 제주시 탑동로2길 4,제주특별자치도 제주시 삼도2동 1263,제주특별자치도 제주시청,,33.517886,126.5234135,2019-05-16,6510000,제주특별자치도 제주시
용두암 관광안내소,용두암 주차장,제주특별자치도,제주시,,,설날. 추석 당일,9:00,18:00,9:00,18:00,,Y,Y,Y,,064-728-3918,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담2동 483,제주특별자치도 제주시청,,33.5149624,126.5116869,2019-05-16,6510000,제주특별자치도 제주시
터미널 관광안내소,제주시외버스터미널 입구,제주특별자치도,제주시,,,설날. 추석 당일,9:00,18:00,9:00,18:00,,Y,Y,Y,,064-728-3920,제주특별자치도 제주시 서광로 174,제주특별자치도 제주시 오라1동 2441-1,제주특별자치도 제주시청,,33.4997233,126.5149932,2019-05-16,6510000,제주특별자치도 제주시
연동 관광안내소,신제주 공영주차장 인근,제주특별자치도,제주시,,,설날. 추석 당일,9:00,18:00,9:00,18:00,,Y,Y,Y,,064-728-3878,제주특별자치도 제주시 신대로12길 54,제주특별자치도 제주시 연동 272-56,제주특별자치도 제주시청,,33.4889421,126.4908992,2019-05-16,6510000,제주특별자치도 제주시
