"업종명","업소명","소재지(도로명)","소재지(지번)","영업장면적","소재지전화","업태명","데이터기준일자"
"일반음식점","고래와새우","제주특별자치도 제주시 삼무로 67. 2층 (연동)","제주특별자치도 제주시 연동 291번지 30호  ","177.57","064-741-8000","일식","2018-05-02"
"일반음식점","귀품찬로얄","제주특별자치도 제주시 신대로12길 45 (연동)","제주특별자치도 제주시 연동 272번지 34호  ","54","064-743-2222","한식","2018-05-02"
"일반음식점","(주)지앤엘(양식)","제주특별자치도 제주시 삼무로 67 (연동)","제주특별자치도 제주시 연동 291번지 30호  ","90.06","064-741-8000","경양식","2018-05-02"
"일반음식점","남사우나스넥","제주특별자치도 제주시 중앙로 151 (이도일동)","제주특별자치도 제주시 이도일동 1691번지 9호  ","48.12","064-724-2001","기타","2018-05-02"
"일반음식점","스카이라운지","제주특별자치도 제주시 중앙로 151 (이도일동)","제주특별자치도 제주시 이도일동 1691번지 9호  ","238.78","064-753-6151","까페","2018-05-02"
"일반음식점","사라(한일식당)","제주특별자치도 제주시 중앙로 151 (이도일동)","제주특별자치도 제주시 이도일동 1691번지 9호  ","562.27","064-753-6151","일식","2018-05-02"
"일반음식점","삼다정","제주특별자치도 제주시 노연로 80 (연동.(1층))","제주특별자치도 제주시 연동 263번지 15호 (1층)","1453.61","064-747-5000","뷔페식","2018-05-02"
"일반음식점","곤지암","제주특별자치도 제주시 관덕로4길 4. 1층 (삼도이동)","제주특별자치도 제주시 삼도이동 944번지 2호  ","11.01","064-753-5018","한식","2018-05-02"
"일반음식점","포동정식","제주특별자치도 제주시 문송길 18 (연동)","제주특별자치도 제주시 연동 302번지 11호  ","49",,"한식","2018-05-02"
"일반음식점","삼일식당","제주특별자치도 제주시 한림읍 한림상로 92","제주특별자치도 제주시 한림읍 동명리 1614번지 8호  ","114.99","064-796-3136","한식","2018-05-02"
"일반음식점","돌섬식당","제주특별자치도 제주시 한림읍 한림로15길 11","제주특별자치도 제주시 한림읍 한림리 1314번지 101호  ","27.74",,"한식","2018-05-02"
"일반음식점","만장굴","제주특별자치도 제주시 구좌읍 만장굴길 182 (제2호(1층))","제주특별자치도 제주시 구좌읍 월정리 산 41번지 5호 제2호(1층)","133.11","064-783-4507","한식","2018-05-02"
"일반음식점","태공식당","제주특별자치도 제주시 애월읍 애월로11길 7","제주특별자치도 제주시 애월읍 애월리 1716번지 1호  ","60.3","064-799-0041","한식","2018-05-02"
"일반음식점","금산식당","제주특별자치도 제주시 애월읍 납읍로 6","제주특별자치도 제주시 애월읍 납읍리 2274번지 1호  ","29.4","064-799-4094","한식","2018-05-02"
"일반음식점","강스피자","제주특별자치도 제주시 한경면 고락로 13. 1층","제주특별자치도 제주시 한경면 고산리 2225번지  ","90.48","064-773-0357","한식","2018-05-02"
"일반음식점","제주동복해녀식당","제주특별자치도 제주시 구좌읍 동복로 5","제주특별자치도 제주시 구좌읍 동복리 1647번지  ","120","064-783-4158","회집","2018-05-02"
"일반음식점","호텔스카이파크구내","제주특별자치도 제주시 삼무로 48. 1층 (연동)","제주특별자치도 제주시 연동 272번지 29호  ","294","064-748-7100","한식","2018-05-02"
"일반음식점","대지","제주특별자치도 제주시 동문로 99 (건입동)","제주특별자치도 제주시 건입동 1045번지 19호  ","42.6","064-723-3588","까페","2018-05-02"
"일반음식점","부평갈비","제주특별자치도 제주시 동광로6길 7 (이도이동)","제주특별자치도 제주시 이도이동 1175번지 18호  ","19.8","064-752-1136","한식","2018-05-02"
"일반음식점","제주보말집","제주특별자치도 제주시 선덕로5길 19 (연동)","제주특별자치도 제주시 연동 322번지 28호  ","45","064-742-3238","한식","2018-05-02"
"일반음식점","전원갈비","제주특별자치도 제주시 중앙로 46-2 (일도일동.(영빈로6))","제주특별자치도 제주시 일도일동 1285번지 1호 (영빈로6)","30.6","064-757-3650","식육(숯불구이)","2018-05-02"
"일반음식점","오라관광(주)오라칸트리(클럽하우스)",,"제주특별자치도 제주시 오라이동 289번지  ","679.45","064-747-5100","한식","2018-05-02"
"일반음식점","영건","제주특별자치도 제주시 신대로16길 44 (연동.(연중6로23))","제주특별자치도 제주시 연동 273번지 34호 (연중6로23)","49.5","064-742-5963","호프/통닭","2018-05-02"
"일반음식점","설농옥시청점","제주특별자치도 제주시 동광로4길 9-2 (이도이동)","제주특별자치도 제주시 이도이동 1176번지 42호  ","163","064-757-0085","한식","2018-05-02"
"일반음식점","(주)제주컨트리구락부","제주특별자치도 제주시 516로 2695. 2층 (영평동)","제주특별자치도 제주시 영평동 2238번지 2호  ","444.78","064-702-0451","한식","2018-05-02"
"일반음식점","막구이족발","제주특별자치도 제주시 광양8길 12 (이도이동)","제주특별자치도 제주시 이도이동 1773번지 11호  ","28","064-723-8433","식육(숯불구이)","2018-05-02"
"일반음식점","강명선샤브샤브","제주특별자치도 제주시 귀아랑길 14 (연동)","제주특별자치도 제주시 연동 300번지 17호  ","218.5","064-746-3456","한식","2018-05-02"
"일반음식점","성심각","제주특별자치도 제주시 도남로15길 4-6 (도남동)","제주특별자치도 제주시 도남동 66번지 15호  ","60.7","064-752-6777","중국식","2018-05-02"
"일반음식점","차돌집","제주특별자치도 제주시 신대로10길 29 (연동)","제주특별자치도 제주시 연동 291번지 7호  ","52","064-747-8976","한식","2018-05-02"
"일반음식점","텅꼬치광양점","제주특별자치도 제주시 중앙로 195 (이도일동)","제주특별자치도 제주시 이도일동 1260번지 10호  ","23","064-756-6052","호프/통닭","2018-05-02"
"일반음식점","시민","제주특별자치도 제주시 고전길 19 (이도일동.(고전로30))","제주특별자치도 제주시 이도일동 1709번지 8호 (고전로30)","25","064-753-7955","한식","2018-05-02"
"일반음식점","제주팔레스호텔구내(한식)","제주특별자치도 제주시 탑동로 9 (삼도이동)","제주특별자치도 제주시 삼도이동 1192번지 18호  ","150","064-753-8811","한식","2018-05-02"
"일반음식점","제주팔레스호텔구내(양식)","제주특별자치도 제주시 탑동로 9 (삼도이동)","제주특별자치도 제주시 삼도이동 1192번지 18호  ","46","064-753-8811","한식","2018-05-02"
"일반음식점","고니","제주특별자치도 제주시 신대로 119 (연동)","제주특별자치도 제주시 연동 303번지 30호  ","28","064-742-5155","한식","2018-05-02"
"일반음식점","미도락","제주특별자치도 제주시 서부두남길 9 (일도일동)","제주특별자치도 제주시 일도일동 1260번지  ","38.11","064-752-8693","한식","2018-05-02"
"일반음식점","삼미정흑돼지랑오리","제주특별자치도 제주시 신대로8길 30. 1층 (연동)","제주특별자치도 제주시 연동 290번지 87호 외1필지(290-55)","26.4","064-745-3300","한식","2018-05-02"
"일반음식점","달래식당","제주특별자치도 제주시 한경면 노을해안로 1167","제주특별자치도 제주시 한경면 고산리 3593번지 6호  ","75.8","064-772-8885","한식","2018-05-02"
"일반음식점","한라식당","제주특별자치도 제주시 구좌읍 김녕로 99-1","제주특별자치도 제주시 구좌읍 2227번지 (99.11.6. 북제주군조례 제1627호에 의거 리명칭및행정구역 변경에 따른 지번 변경됨)","43.54","064-784-7733","한식","2018-05-02"
"일반음식점","클라라스","제주특별자치도 제주시 구좌읍 중산간동로 2228","제주특별자치도 제주시 구좌읍 송당리 1362번지 1호  ","45.65",,"한식","2018-05-02"
"일반음식점","미진식당","제주특별자치도 제주시 한림읍 한림해안로 145-1","제주특별자치도 제주시 한림읍 한림리 1328번지 16호  ","33.3","064-796-6180","한식","2018-05-02"
"일반음식점","야자수식당","제주특별자치도 제주시 한림읍 한림로 300","제주특별자치도 제주시 한림읍 협재리 2487번지  ","150","064-796-0001","한식","2018-05-02"
"일반음식점","홍성원","제주특별자치도 제주시 구좌읍 구좌로 33-9","제주특별자치도 제주시 구좌읍 세화리 1521번지 14호  ","57.72","064-783-1255","중국식","2018-05-02"
"일반음식점","대선","제주특별자치도 제주시 신대로12길 37 (연동.(연중2로53))","제주특별자치도 제주시 연동 282번지 25호 (연중2로53)","59.04","064-746-5438","한식","2018-05-02"
"일반음식점","통돈가스","제주특별자치도 제주시 문송길 22. 1층 (연동)","제주특별자치도 제주시 연동 302번지 10호  ","40","064-742-9049","한식","2018-05-02"
"일반음식점","언양","제주특별자치도 제주시 중앙로11길 13 (이도일동)","제주특별자치도 제주시 이도일동 1349번지 29호  ","29.5","064-757-4568","한식","2018-05-02"
"일반음식점","장터주전자","제주특별자치도 제주시 동광로 26 (이도이동.(동광로28))","제주특별자치도 제주시 이도이동 1174번지 18호 (동광로28)","99",,"호프/통닭","2018-05-02"
"일반음식점","고집돌우럭제주공항점","제주특별자치도 제주시 임항로 30 (건입동)","제주특별자치도 제주시 건입동 1319번지 124호  ","125.4","064-758-2531","한식","2018-05-02"
"일반음식점","이호","제주특별자치도 제주시 테우해안로 174 (이호일동)","제주특별자치도 제주시 이호일동 1667번지 1호  ","68",,"회집","2018-05-02"
"일반음식점","해빈촌","제주특별자치도 제주시 신광로10길 26 (연동.(송천1로36))","제주특별자치도 제주시 연동 255번지 10호 (송천1로36)","99","064-743-2332","복어취급","2018-05-02"
"일반음식점","코리아나호텔구내","제주특별자치도 제주시 은남길 37 (연동.(은남1로8))","제주특별자치도 제주시 연동 303번지 10호 (은남1로8)","208.35","064-744-4333","한식","2018-05-02"
"일반음식점","천미르","제주특별자치도 제주시 신광로8길 5 (연동.(지하1층))","제주특별자치도 제주시 연동 262번지 33호 (지하1층)","40","064-747-9751","까페","2018-05-02"
"일반음식점","제원삼계탕","제주특별자치도 제주시 제원길 16 (연동.(연제1로22))","제주특별자치도 제주시 연동 261번지 60호 (연제1로22)","36.43","064-742-7250","탕류(보신용)","2018-05-02"
"일반음식점","생생회포차2호점","제주특별자치도 제주시 삼무로3길 16. 1층 (연동)","제주특별자치도 제주시 연동 291번지 132호  ","86.57","064-743-5323","한식","2018-05-02"
"일반음식점","오토꼬","제주특별자치도 제주시 신대로18길 56 (연동)","제주특별자치도 제주시 연동 274번지 10호  ","45.24","064-743-5715","호프/통닭","2018-05-02"
"일반음식점","고두물","제주특별자치도 제주시 조천읍 일주동로 1180","제주특별자치도 제주시 조천읍 함덕리 1593번지 (1층)","114.39","064-783-8818","한식","2018-05-02"
"일반음식점","기와집식당","제주특별자치도 제주시 추자면 대서3길 42","제주특별자치도 제주시 추자면 대서리 131번지 1호  ","23.32","064-742-3869","한식","2018-05-02"
"일반음식점","곽지식당","제주특별자치도 제주시 애월읍 곽지3길 27","제주특별자치도 제주시 애월읍 곽지리 1575번지 3호  ","36.93","064-799-0587","한식","2018-05-02"
"일반음식점","연","제주특별자치도 제주시 신광로 87 (연동)","제주특별자치도 제주시 연동 274번지 13호  ","104.42","064-742-1001","한식","2018-05-02"
"일반음식점","서바다돌장어","제주특별자치도 제주시 귀아랑길 13. 1층 (연동)","제주특별자치도 제주시 연동 310번지 13호  ","189","064-747-1727","한식","2018-05-02"
